[Header],,,,,,
INVESTIGATOR NAME,BeadStudio User,,,,,
PROJECT NAME,20210503_QEIC21-03-5_pt10_1-12,,,,,
EXPERIMENT NAME,20210503_QEIC21-03-5_pt10_1-12,,,,,
DATE,20210503,,,,,
[Manifests],,,,,,
A,MethylationEPIC_v-1-0_B4,,,,,
[Data],,,,,,
Sample_Name,Sample_Plate,Sample_Well,Sample_group,Pool_ID,Sentrix_ID,Sentrix_Position
208382,10,A01,Group1,,205130650026,R01C01
213701,10,B01,Group1,,205130650026,R02C01
248382,10,C01,Group1,,205130650026,R03C01
253701,10,D01,Group1,,205130650026,R04C01
200329,10,E01,Group1,,205130650026,R05C01
206778,10,F01,Group1,,205130650026,R06C01
240329,10,G01,Group1,,205130650026,R07C01
246778,10,H01,Group1,,205130650026,R08C01
203743,10,A02,Group1,,205130650037,R01C01
203515,10,B02,Group1,,205130650037,R02C01
243743,10,C02,Group1,,205130650037,R03C01
243515,10,D02,Group1,,205130650037,R04C01
207107,10,E02,Group1,,205130650037,R05C01
203530,10,F02,Group1,,205130650037,R06C01
247107,10,G02,Group1,,205130650037,R07C01
243530,10,H02,Group1,,205130650037,R08C01
206471,10,A03,Group1,,205130650070,R01C01
203428,10,B03,Group1,,205130650070,R02C01
246471sostituito,10,C03,Group1,,205130650070,R03C01
243428,10,D03,Group1,,205130650070,R04C01
pool_women,10,E03,Group1,,205130650070,R05C01
202897,10,F03,Group1,,205130650070,R06C01
pool_men,10,G03,Group1,,205130650070,R07C01
242897,10,H03,Group1,,205130650070,R08C01
203597,10,A04,Group1,,205130650039,R01C01
203752,10,B04,Group1,,205130650039,R02C01
243597,10,C04,Group1,,205130650039,R03C01
243752,10,D04,Group1,,205130650039,R04C01
204319,10,E04,Group1,,205130650039,R05C01
203199,10,F04,Group1,,205130650039,R06C01
244319,10,G04,Group1,,205130650039,R07C01
243199,10,H04,Group1,,205130650039,R08C01
202711,10,A05,Group1,,205130650146,R01C01
205434,10,B05,Group1,,205130650146,R02C01
242711,10,C05,Group1,,205130650146,R03C01
245434,10,D05,Group1,,205130650146,R04C01
202345,10,E05,Group1,,205130650146,R05C01
212296,10,F05,Group1,,205130650146,R06C01
242345,10,G05,Group1,,205130650146,R07C01
252296,10,H05,Group1,,205130650146,R08C01
207706,10,A06,Group1,,205130650097,R01C01
213569,10,B06,Group1,,205130650097,R02C01
247706,10,C06,Group1,,205130650097,R03C01
253569,10,D06,Group1,,205130650097,R04C01
205060,10,E06,Group1,,205130650097,R05C01
204679,10,F06,Group1,,205130650097,R06C01
245060,10,G06,Group1,,205130650097,R07C01
244679,10,H06,Group1,,205130650097,R08C01
202540,10,A07,Group1,,205130650085,R01C01
200406,10,B07,Group1,,205130650085,R02C01
242540,10,C07,Group1,,205130650085,R03C01
240406,10,D07,Group1,,205130650085,R04C01
202828,10,E07,Group1,,205130650085,R05C01
206278,10,F07,Group1,,205130650085,R06C01
242828,10,G07,Group1,,205130650085,R07C01
246278,10,H07,Group1,,205130650085,R08C01
200412,10,A08,Group1,,205130650123,R01C01
205740,10,B08,Group1,,205130650123,R02C01
240412,10,C08,Group1,,205130650123,R03C01
245740,10,D08,Group1,,205130650123,R04C01
201194,10,E08,Group1,,205130650123,R05C01
200625,10,F08,Group1,,205130650123,R06C01
241194,10,G08,Group1,,205130650123,R07C01
240625,10,H08,Group1,,205130650123,R08C01
200582,10,A09,Group1,,205134950085,R01C01
210949,10,B09,Group1,,205134950085,R02C01
240582,10,C09,Group1,,205134950085,R03C01
250949,10,D09,Group1,,205134950085,R04C01
218821,10,E09,Group1,,205134950085,R05C01
202979,10,F09,Group1,,205134950085,R06C01
258821,10,G09,Group1,,205134950085,R07C01
242979,10,H09,Group1,,205134950085,R08C01
210802,10,A10,Group1,,205134950190,R01C01
205220,10,B10,Group1,,205134950190,R02C01
250802,10,C10,Group1,,205134950190,R03C01
245220,10,D10,Group1,,205134950190,R04C01
210169,10,E10,Group1,,205134950190,R05C01
212297,10,F10,Group1,,205134950190,R06C01
250169,10,G10,Group1,,205134950190,R07C01
252297,10,H10,Group1,,205134950190,R08C01
204175,10,A11,Group1,,205134950170,R01C01
203528,10,B11,Group1,,205134950170,R02C01
244175,10,C11,Group1,,205134950170,R03C01
243528,10,D11,Group1,,205134950170,R04C01
200759,10,E11,Group1,,205134950170,R05C01
206843,10,F11,Group1,,205134950170,R06C01
240759,10,G11,Group1,,205134950170,R07C01
246843,10,H11,Group1,,205134950170,R08C01
200632,10,A12,Group1,,205134950146,R01C01
206738,10,B12,Group1,,205134950146,R02C01
240632,10,C12,Group1,,205134950146,R03C01
246738,10,D12,Group1,,205134950146,R04C01
204487,10,E12,Group1,,205134950146,R05C01
217538,10,F12,Group1,,205134950146,R06C01
244487,10,G12,Group1,,205134950146,R07C01
257538,10,H12,Group1,,205134950146,R08C01
